432000,0,Comp026744,Comp576031,17,Port03233,514,7,0,2435,0
432007,0,Comp866402,EnterpriseAppServer,6,Port34700,7001,4,3,216,164
432007,0,Comp866402,EnterpriseAppServer,6,Port86886,80,4,3,225,479
432007,0,Comp866402,Comp093748,6,Port43979,80,5,3,277,1562
432007,0,Comp866402,Comp542689,6,Port88566,80,4,3,225,479
432007,0,Comp866402,EnterpriseAppServer,6,Port81416,80,4,3,225,479
432007,0,Comp866402,EnterpriseAppServer,6,Port07113,Port84474,4,3,216,164
432007,0,Comp866402,EnterpriseAppServer,6,Port53581,7004,4,3,216,164
432007,0,Comp866402,EnterpriseAppServer,6,Port52666,80,4,3,225,344
432007,0,Comp866402,EnterpriseAppServer,6,Port68133,80,4,3,225,490
432007,0,Comp866402,Comp907048,6,Port10133,80,16,0,849,0
432007,0,Comp866402,Comp498594,6,Port23431,Port40015,1,1,60,46
432007,0,Comp866402,Comp471093,6,Port18777,8080,6,6,329,1797
432007,0,Comp866402,Comp014225,6,Port52331,Port24326,1,1,60,46
432007,0,Comp866402,Comp108346,6,Port75309,Port12772,5,5,277,1511
432007,0,Comp866402,Comp195401,6,Port26479,Port95765,5,5,277,827
432007,0,Comp866402,Comp250941,6,Port41305,Port24820,1,1,60,46
432007,0,Comp866402,Comp090726,6,Port90740,8080,1,1,60,46
432007,0,Comp866402,Comp977425,6,Port20996,8080,5,5,277,420
432007,0,Comp866402,Comp594892,6,Port35903,Port95695,4,2,216,112
432007,0,Comp866402,Comp146573,6,Port10337,Port00588,12,11,641,11608
432007,0,Comp866402,Comp682077,6,Port67420,Port84474,5,5,277,777
432007,0,Comp866402,Comp120033,6,Port73772,Port21874,4,3,216,164
432007,0,Comp965575,Comp640974,6,Port92329,443,11,10,1374,3173
432007,0,Comp965575,Comp509586,6,Port05425,443,10,7,1525,3911
432007,0,Comp965575,Comp309567,6,Port24656,443,11,7,1545,3911
432007,0,Comp965575,Comp339699,6,Port96714,Port85926,11,9,1217,756
432007,0,Comp965575,Comp059508,6,Port44077,443,11,7,1545,3911
432007,0,Comp965575,Comp940730,6,Port15794,443,10,7,1509,3961
432007,0,Comp965575,Comp107978,6,Port73448,443,10,7,1525,3961
432007,0,Comp965575,Comp916004,6,Port32725,443,3,2,164,106
432007,0,Comp965575,Comp916004,6,Port26294,443,10,7,1253,4261
432007,0,Comp965575,Comp995183,6,Port49654,5061,3,3,164,158
432007,0,Comp965575,Comp995183,6,Port95989,Port14127,4,3,216,164
432007,0,Comp965575,Comp545826,6,Port38804,Port38418,1,1,60,46
432007,0,Comp965575,Comp545826,6,Port77523,Port99731,4,3,216,164
432007,0,Comp965575,Comp545826,6,Port68925,Port32510,4,3,216,164
432007,0,Comp965575,Comp395584,6,Port93817,444,3,2,164,106
432007,0,Comp965575,Comp686563,6,Port62829,8080,5,3,277,1397
432007,0,Comp965575,Comp686563,6,Port21530,Port14127,4,3,216,164
432007,0,Comp965575,Comp395285,6,Port24227,444,3,2,164,106
432007,0,Comp965575,Comp413930,6,Port88293,443,10,7,1509,3961
432007,0,Comp965575,Comp303229,6,Port47709,Port58940,11,7,1449,5229
432007,0,Comp965575,Comp303229,6,Port53015,Port32510,4,3,216,164
432007,0,Comp965575,Comp303229,6,Port46672,8080,5,3,277,1397
432007,0,Comp965575,Comp303229,6,Port80954,5061,3,3,164,158
432007,0,Comp965575,Comp303229,6,Port37983,135,4,3,198,140
432007,0,Comp965575,Comp584379,6,Port57116,443,11,7,1545,3911
432007,0,Comp965575,Comp801677,6,Port54538,443,10,7,1493,3911
432007,0,Comp965575,Comp135444,6,Port55018,Port37592,5,5,277,1495
432007,0,Comp965575,Comp368295,6,Port85589,Port05408,16,18,1592,13713
432007,0,Comp965575,Comp395898,6,Port13509,Port38713,5,5,277,470
432007,0,Comp965575,Comp356260,6,Port21834,22,2,1,92,46
432007,0,Comp965575,Comp356260,6,Port21273,22,4,4,210,242
432007,0,Comp965575,Comp356260,6,Port50765,Port05408,8,11,427,11982
432007,0,Comp965575,Comp153926,6,Port44589,Port14835,2,1,92,46
432007,0,Comp965575,Comp617050,6,Port07343,Port95765,5,5,277,855
432007,0,Comp965575,Comp092985,6,Port64214,Port99534,4,3,216,164
432007,0,Comp965575,Comp410122,6,Port38588,Port55723,4,3,216,164
432007,0,Comp965575,Comp554856,6,Port09637,443,4,2,216,112
432007,0,Comp965575,Comp728767,6,Port35203,80,4,3,225,479
432007,0,Comp965575,EnterpriseAppServer,6,Port29316,7003,4,3,216,164
432007,0,Comp965575,EnterpriseAppServer,6,Port23806,Port68911,4,3,216,164
432007,0,Comp965575,EnterpriseAppServer,6,Port21448,7003,4,3,216,164
432007,0,Comp965575,Comp985431,6,Port77176,Port84474,5,5,277,1071
432007,0,Comp965575,Comp484824,6,Port41958,80,4,3,225,479
432007,0,Comp965575,EnterpriseAppServer,6,Port69364,7003,1,1,60,46
432007,0,Comp965575,EnterpriseAppServer,6,Port84036,80,1,1,60,46
432007,0,Comp965575,Comp450598,6,Port35334,Port84474,5,5,277,1071
432007,0,Comp965575,EnterpriseAppServer,6,Port55704,80,4,3,225,479
432007,0,Comp965575,EnterpriseAppServer,6,Port90180,7003,4,3,216,164
432007,0,Comp965575,EnterpriseAppServer,6,Port37092,80,5,3,277,853
432007,0,Comp965575,EnterpriseAppServer,6,Port18158,80,4,3,225,479
432007,0,Comp965575,EnterpriseAppServer,6,Port45354,80,4,3,225,479
432007,0,Comp965575,EnterpriseAppServer,6,Port56357,Port95765,6,4,329,779
432007,0,Comp965575,EnterpriseAppServer,6,Port60158,7004,4,3,216,164
432007,0,Comp965575,Comp874818,6,Port75660,80,4,3,225,313
432007,0,Comp965575,Comp319463,6,Port34266,Port95765,1,1,60,46
432007,0,Comp965575,EnterpriseAppServer,6,Port17739,443,9,5,1345,1959
432007,0,Comp965575,EnterpriseAppServer,6,Port23951,Port68911,4,3,216,164
432007,0,Comp965575,EnterpriseAppServer,6,Port95608,80,4,3,225,344
432007,0,Comp965575,EnterpriseAppServer,6,Port03526,80,4,3,225,207
432007,0,Comp965575,EnterpriseAppServer,6,Port57000,80,4,3,225,344
432007,0,Comp965575,EnterpriseAppServer,6,Port14229,80,4,3,225,490
432007,0,Comp965575,EnterpriseAppServer,6,Port76686,80,4,3,225,479
432007,0,Comp965575,Comp907048,6,Port16385,80,8,0,427,0
432007,0,Comp965575,Comp907048,6,Port82316,443,20,0,1689,0
432007,0,Comp965575,Comp255696,6,Port65935,Port20503,4,2,216,112
432007,0,Comp965575,Comp199697,6,Port49324,Port95765,6,5,329,850
432007,0,Comp965575,Comp708736,6,Port44670,Port38818,1,1,60,46
432007,0,Comp965575,Comp014225,6,Port33355,Port15921,1,1,60,46
432007,0,Comp965575,Comp108346,6,Port33499,Port12772,5,5,277,1511
432007,0,Comp965575,Comp943437,6,Port53827,Port88237,1,1,60,46
432007,0,Comp965575,Comp793328,6,Port60458,Port95765,6,4,329,786
432007,0,Comp965575,Comp090726,6,Port97884,Port79662,1,1,60,46
432007,0,Comp965575,Comp821102,6,Port06448,Port95765,11,10,589,9421
432007,0,Comp965575,Comp261298,6,Port39209,Port36836,5,5,277,1503
432007,0,Comp965575,Comp226872,6,Port54763,Port40015,4,2,216,112
432007,0,Comp965575,Comp594892,6,Port85374,Port95695,4,2,216,112
432007,0,Comp965575,Comp146573,6,Port16110,Port00588,12,11,641,11608
432007,0,Comp965575,Comp318848,6,Port51475,Port95765,1,1,60,46
432007,0,Comp965575,Comp208915,6,Port03499,Port84474,5,5,277,777
432007,0,Comp965575,Comp673072,6,Port57086,Port84474,5,4,477,647
432007,0,Comp965575,Comp523500,6,Port31076,80,1,1,60,46
432007,0,Comp965575,Comp954364,6,Port05849,Port80466,4,0,216,0
432007,1,Comp094797,Comp576843,6,Port30887,443,3,0,152,0
432007,1,Comp513741,Comp576843,6,Port65358,443,3,0,152,0
432007,1,Comp560428,Comp576031,17,Port78234,514,2,0,1512,0
